inquiry_id,customer_message,brand_reply
1887587,@AppleSupport I think there’s something wrong with my battery. Currently gets too hot doing normal tasks. iPhone 6s Plus,@562967 Thank you for reaching out to us. We'd like to gather more information. Please DM us the iOS your device is running on. https://t.co/GDrqU22YpT
1946887,Hey @AppleSupport I am seeing this in Safari too https://t.co/teZUeum3Cy?,@578548 Let's take a closer look via DM. Are you only receiving this message when trying to view particular websites? https://t.co/GDrqU22YpT
2014405,Is anyone else going to type “I️” but getting “A ?” As a suggestion? @AppleSupport what is this bug,@595642 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT
119492,"Yes, I’m looking for my playlists. What happened to them? @118936 @AppleSupport @115948 @118721 #iTunes #Apple https://t.co/lB3mfRYPyT","@142510 Thanks for reaching out. Do you currently have iCloud Music Library enabled? Also, let us know the iOS you're running on your iPhone and we'll take it from there."
63217,@115858 what is with these boxes in the middle of sentences ? It’s frustrating me,@130504 We're happy to help. Can you explain what boxes you're talking about? Are you using a certain app?
1550277,@AppleSupport how can 11mins of safari use 40% of my battery? iPhone 7 iOS 11.1 https://t.co/ZyKiCXqfc0,"@479824 Hey, we'd like to gather some more details. Send us a DM and we'll work together from there. https://t.co/GDrqU22YpT"
2145463,"Hey @AppleSupport, need help in updating my apps. I always get “Sign in to iTunes. Enter your password”. I'm logged in anyway?",@424769 We're here for you. Does this issue also occur while trying to download and app as well?
1023841,@AppleSupport the screen had the alarm screen showing with the options for cancel/snooze but that was it. Haven’t changed my alarm settings,@362282 Let's look into that. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT
43346,"@AppleSupport No, it does not.",@125608 Are all your apps updated from the App Store?
559199,"@AppleSupport I upgraded to High Sierra yesterday, now Mail will not accept my passwords for a Yahoo and SBCGlobal account. Frustrating, and I haven't found a fix. Please help!",@250684 We'd be happy to assist today. Send us a DM to get started. https://t.co/GDrqU22YpT
2899002,@AppleSupport Listening music for example.,"@803139 Good to know. Are you normally listening to the Music app, Pandora, Spotify, Sound Cloud, etc.? Do you use Bluetooth devices when listening to the music?"
1858301,"For instance, @115858, a text saying “Hello — I’m well” translates to “Hello —” Nothing more. Coding error? Screwed up a convo w/ my source","@555662 Hey Ryan, we'd like to look into this with you. DM us which device this is happening on and we'll go from there. https://t.co/GDrqU22YpT"
1724863,@AppleSupport Just like that!!!,@521690 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz
1582060,Thanks for all the new emojis @115858 BUT theres no white girl w/ brown hair. Also y’all need to fix this whole “I” problem. ❤️ UNsatisfied👩🏻,@486982 We’d love to help you with that. Let's work through the steps suggested in this article: https://t.co/xU1AGHStV6
1434357,@AppleSupport hey guys you getting many reports of iTunes update being buggy?! #help,@453033 We're happy to help. Are you experiencing this on iTunes for Windows or Mac? Thanks.
1941926,"@115948 @AppleSupport Hi, is there a way to disconnect a UniDays account from an old Apple ID so that it can be connected to a new one?","@577473 Using the new Apple ID, try the steps under ""Verify your Student Membership eligiblity"" here:  https://t.co/ovhvOGgQpP"
219653,"this new apple update is horrible, my phones battery life is horrible, siri doesn’t work, and every app is glitching @AppleSupport",@166006 Let's work together to get your device working as it should. Please meet us in DM. https://t.co/GDrqU22YpT
2590417,"@AppleSupport My settings seem to be optimized, as always.",@733722 Let's take a look into this further for you. Which iOS version are you using in Settings &gt; General &gt; About?  Let us know in DM. https://t.co/GDrqU22YpT
2169837,Man @115858 need to fix this shit!!! I’m so sick the letter “I️” messing up!,@636525 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
2757528,@AppleSupport my MacBook Air keeps over heating. Even when I first turn it on fan so loud after not using it. Think I should take it to be looked at?,@771707 We'd be happy to help. Send us a DM and we can start there. https://t.co/GDrqU22YpT
1791094,@AppleSupport my Apple Music still won’t fucking work &amp; it been like this for a week now. https://t.co/hGBCAlNOdD,@195604 We’d like to see how we can help with your Apple Music. Send us a DM with more details and we'll go from there. https://t.co/GDrqU22YpT
2892036,left bud completely stopped working for no reason @AppleSupport what in God’s name is going on,@249531 Is this with the EarPods that came with an iPhone or other iOS device? We'd love to help look into service options. What country are you in? Let us know in DM. https://t.co/GDrqU22YpT
2558746,"@AppleSupport after os update to 11.1 my wife's iphone 7plus is not able to play audio files on browser whether it is safari or chrome nothing is working ""now can't play audio files on mobile browser""",@726377 Thanks for reaching out.  We know how important it is to be able to playback audio files and we'll do everything we can to assist.  Does this issue also occur with videos as well?
1564094,@AppleSupport brand new iPhone X completely stopped recognizing touch 3 hours into use.  Nothing fixes the problem,@482982 We are here to help. DM us the details of your issue and we can take a look at this. https://t.co/GDrqU22YpT
2734051,"@AppleSupport :ISSUES :
BATTERY DRAINED FASTLY (IF IT IS IN IDLE MODE OR MOBILE DATA ON (AT THE TIME OF USAGE , WIFI)
HEAT ISSUE LIKE PAN 
HANGING ISSUES FOR SOME CUSTOMERS","@766303 Hello there. We’ve received your DM and we’ll respond from there, shortly. https://t.co/GDrqU22YpT"
2752662,"Hey @115858? Just figure this crap out already, k? I'm now locked out because you demanded an answer to a security question I would never have elected to fill in. https://t.co/Up8VElwpLf","@220903 We have an article that can assist you: https://t.co/kUOJVm36A0

If this doesn't work, reach out to our Account Security experts here:  https://t.co/UJm15vmMM2"
2477660,@115858 run me my money smh everything on my phone has been crashing and messing up my services and i can barely understand what ppl send me bc those weird symbols,"@708175 We'd like to see how we can help with your iPhone. To get started, send us a DM with more information about what's going on. We'll meet you there. https://t.co/GDrqU22YpT"
2249887,@AppleSupport 11.0.2,@655547 Thank you. Do you have a current backup of the device?
233618,Mi pila del IPhone con el #iOS11 se baja muy rápido. Además está muy lento el sistema operativo @115858 @AppleSupport,@171611 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs
1670652,Did WatchOS 4.1 break activity tracking for anyone else? According to my Apple Watch today I’ve been entirely sedentary today. @AppleSupport,@508566 Hey there. We'd like to look into your issue with you. Send us a DM so we can look into it together. https://t.co/GDrqU22YpT
1497336,"I turn off WiFi and Bluetooth from dashboard, check my phone 2 hours later and the battery is dead cos it never turns them off. ffs @115858","@467648 Control Center disconnects you from the Wi-Fi/Bluetooth device, it doesn't disable it. Read more about it: https://t.co/G7BHuQnDS6"
1605502,@AppleSupport I am testing replacement but there has to be a way.,@492494 Hello there. Try out this workaround until this issue is fixed in a future update: https://t.co/xU1AGHStV6
567669,Downloaded and installed iOS 11.2 because release notes say Apple Pay Cash is finally enabled. Once my iPhone restarted I opened Wallet app to find no Apple Pay Cash option. Seeing around the web that the option is still not ready. 😕 @AppleSupport,"@253147 Thanks for reaching out to us. We're here to help. If you're in the US, those features will require iOS 11.2 and will begin rolling out early next week."
2286496,@AppleSupport “ I️ “ is the problem,@664382 Let's look into this for you. iOS 11.1.1 was recently released and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating. This page should help: https://t.co/80YRnjDFDk DM us if you run into any issues. https://t.co/GDrqU22YpT
